,Question_ID,Question_Text,Reference_Answer_ID,Reference_Answer_Text,Student_Answer_ID,Student_Answer_Text,Student_Answer_Accuracy
10,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.140.1,No because string cannot hold the electricity through it.,correct
11,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.143.1,No because it is not metal and it does not allow electricity to get through.,correct
12,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.148.1,No. The string is not made of metal.,partially_correct_incomplete
13,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.153.1,You cannot because a piece of string is not steel metal or iron so it cannot go through.,correct
14,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.155.1,You could not do that because the circuit would not make it.,partially_correct_incomplete
15,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.159.1,"No, because it is made of thread.",partially_correct_incomplete
16,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.173.1,No because the string had not metal or iron.,partially_correct_incomplete
17,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.174.1,"No, it will not work because you have to have some kind of metal to make it work.",partially_correct_incomplete
18,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.178.1,No it has to hook up to the D-cell.,partially_correct_incomplete
19,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.181.1,You cannot because it is an insulator.,correct
20,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.183.1,"No, because electricity does not flow through string.",correct
21,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.191.1,It could not because electricity cannot go through sting.,correct
22,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.208.1,"No, because a piece of string does not have electricity in it.",correct
23,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.216.1,No! You need another wire to connection.,partially_correct_incomplete
24,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.225.1,"No, because it needs a path of electricity. It would need a wire.",correct
25,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.227.1,"No, because it does not have a wire and it cannot get energy.",partially_correct_incomplete
26,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.228.1,No because a piece of string is not something made of wire and cannot carry electricity through that type of material.,correct
27,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.245.1,"No, because it does not have any metal.",partially_correct_incomplete
28,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.247.1,Yes and why is that up put in the 2 holes and the you can make electricity.,contradictory
29,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.250.1,"No, because the electricity cannot flow through the yarn.",correct
30,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.251.1,"No, you cannot. That is because it does not conduct electricity.",correct
31,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.253.1,No because you need to have a aluminum foil.,partially_correct_incomplete
32,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.278.1,You cannot use a piece of string because it has no electricity in it.,correct
33,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.292.1,No because it is a String.,partially_correct_incomplete
34,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.293.1,No because the string is not a wire.,partially_correct_incomplete
35,ME_66a,Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,ME_66a-a1,"No, string is an insulator, so the pathway would not be completed.",ME.66a.323.1,"You cannot use a piece of string to make a connection because only aluminum, iron, steel and brass can.",correct
36,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.105.1,The blue covered was very hot.,correct
37,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.106.1,"That they both are at 5, 10, 15, 20.",irrelevant
38,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.110.1,The covered one get hotter than the uncovered ones.,correct
39,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.114.1,It tells about using the solar water heater on the data chart.,irrelevant
40,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.127.1,The one is that are cover they heat up more sun and it gets hotter.,correct
41,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.130.1,That covered sometimes gets the hottest.,correct
42,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.155.1,"That the sun absorbs more heat, with dark colors.",irrelevant
43,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.157.1,Is that covered is more lighter.,irrelevant
44,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.158.1,That by being covered the colors attract more heat.,correct
45,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.160.1,Blue was the darkest color and it was covered and that is how it got hotter.,correct
46,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.162.1,That the cover absorbs more heat.,correct
47,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.163.1,It absorbs more heat.,correct
48,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.179.1,It tells if you use a cover it gets hotter than not using a cover.,correct
49,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.188.1,It tells me because they are air in different position. And they are more longer than covered.,irrelevant
50,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.190.1,When you cover the container you get more heat than uncovered.,correct
51,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.192.1,The blue covered have more time than red covered.,irrelevant
52,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.243.1,How the temperature goes upward down.,contradictory
53,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.244.1,With a cover it does make it warmer but I think it depends on what color is underneath it.,correct
54,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.245.1,If something is covered with a dark color it will receive more heat from the sun and the heat will stay in.,correct
55,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.246.1,That the solar heat is getting hotter. And that it is up to about 20 minute almost to 25.,irrelevant
56,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.335.1,Because it goes to the side and all different ways.,irrelevant
57,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.396.1,That it will heat up faster than uncovered would.,correct
58,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.397.1,Heats up faster.,correct
59,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.399.1,Covering keeps the heat inside the container.,irrelevant
60,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.407.1,It heats up faster.,correct
61,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.432.1,It tells me that if you use a cover the water will heat.,irrelevant
62,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.439.1,It tells you that using a cover can make the water hotter because it is trap.,correct
63,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.499.1,It tells you that it will heat up faster.,correct
64,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.503.1,It the solar water heater has a cover it is going to get hotter.,correct
65,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.506.1,It gets hot faster with covered because when water starts to get hot no air comes in it starts to get hotter.,correct
66,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.528.1,It will kept on raising and raising.,irrelevant
67,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.533.1,"It tells me if you put a red uncovered it will not heat as much, If you put a red covered it will heat more than the red uncovered.",correct
68,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.539.1,The graph show that using a cover heats up the water on absorbs heat faster than without a cover because if it has a cover the breeze will not blow away the heat of the surface of the water.,correct
69,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.565.1,That the blue covered one is the hottest and the red uncovered one is the coldest.,contradictory
70,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.580.1,By saying that the covered one get more hotter and the darker it is it is going to end up hot.,correct
71,SE_22a,Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using a cover?,SE_22a-a1,Water heats up faster when covered.,SE.22a.612.1,The graph tells us that the blue covered will get hotter because with the lid it got much more hotter.,correct
72,MX_47b,Tabby made 2 solutions using the same solute and water. [Cup one has 6 spoons solute in 50 milliliters water. Cup 2 has 8 spoons solute in 50 milliliters water. Both solutions are clear with material on the bottom.] Which sentence below describes the concentrations of the 2 solutions? (A. The solutions in the cups have the same concentration.) B. Cup one has the more concentrated solution. C. Cup 2 has the more concentrated solution. D. There is not enough information to answer the question. Explain your choice.,MX_47b-a1,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",MX.47b.381.1,If you take the same amount of water and weight it will measure to the same things.,correct
73,MX_47b,Tabby made 2 solutions using the same solute and water. [Cup one has 6 spoons solute in 50 milliliters water. Cup 2 has 8 spoons solute in 50 milliliters water. Both solutions are clear with material on the bottom.] Which sentence below describes the concentrations of the 2 solutions? (A. The solutions in the cups have the same concentration.) B. Cup one has the more concentrated solution. C. Cup 2 has the more concentrated solution. D. There is not enough information to answer the question. Explain your choice.,MX_47b-a1,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",MX.47b.385.1,I chose cup 2 because it has the same water 2 has more solute.,contradictory
74,MX_47b,Tabby made 2 solutions using the same solute and water. [Cup one has 6 spoons solute in 50 milliliters water. Cup 2 has 8 spoons solute in 50 milliliters water. Both solutions are clear with material on the bottom.] Which sentence below describes the concentrations of the 2 solutions? (A. The solutions in the cups have the same concentration.) B. Cup one has the more concentrated solution. C. Cup 2 has the more concentrated solution. D. There is not enough information to answer the question. Explain your choice.,MX_47b-a1,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",MX.47b.386.1,"The solutions have the same amount of solute, there is just more on the bottom of the cup in cup 2.",correct
75,MX_47b,Tabby made 2 solutions using the same solute and water. [Cup one has 6 spoons solute in 50 milliliters water. Cup 2 has 8 spoons solute in 50 milliliters water. Both solutions are clear with material on the bottom.] Which sentence below describes the concentrations of the 2 solutions? (A. The solutions in the cups have the same concentration.) B. Cup one has the more concentrated solution. C. Cup 2 has the more concentrated solution. D. There is not enough information to answer the question. Explain your choice.,MX_47b-a1,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",MX.47b.388.1,I chose A because in each cup you could put 4 spoons and it dissolved. When the fifth scoop went in it did not dissolve. The undissolved part is not part of the solution.,correct
76,MX_47b,Tabby made 2 solutions using the same solute and water. [Cup one has 6 spoons solute in 50 milliliters water. Cup 2 has 8 spoons solute in 50 milliliters water. Both solutions are clear with material on the bottom.] Which sentence below describes the concentrations of the 2 solutions? (A. The solutions in the cups have the same concentration.) B. Cup one has the more concentrated solution. C. Cup 2 has the more concentrated solution. D. There is not enough information to answer the question. Explain your choice.,MX_47b-a1,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",MX.47b.418.1,Once a solution is saturated it is at its highest level of concentration.,partially_correct_incomplete
77,MX_47b,Tabby made 2 solutions using the same solute and water. [Cup one has 6 spoons solute in 50 milliliters water. Cup 2 has 8 spoons solute in 50 milliliters water. Both solutions are clear with material on the bottom.] Which sentence below describes the concentrations of the 2 solutions? (A. The solutions in the cups have the same concentration.) B. Cup one has the more concentrated solution. C. Cup 2 has the more concentrated solution. D. There is not enough information to answer the question. Explain your choice.,MX_47b-a1,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",MX.47b.421.1,My choice is A because it might weigh the same and they both is saturated.,correct
78,MX_47b,Tabby made 2 solutions using the same solute and water. [Cup one has 6 spoons solute in 50 milliliters water. Cup 2 has 8 spoons solute in 50 milliliters water. Both solutions are clear with material on the bottom.] Which sentence below describes the concentrations of the 2 solutions? (A. The solutions in the cups have the same concentration.) B. Cup one has the more concentrated solution. C. Cup 2 has the more concentrated solution. D. There is not enough information to answer the question. Explain your choice.,MX_47b-a1,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",MX.47b.422.1,Because both of the cups one and 2 have the same amount of concentrations because they are both saturated.,correct
79,MX_47b,Tabby made 2 solutions using the same solute and water. [Cup one has 6 spoons solute in 50 milliliters water. Cup 2 has 8 spoons solute in 50 milliliters water. Both solutions are clear with material on the bottom.] Which sentence below describes the concentrations of the 2 solutions? (A. The solutions in the cups have the same concentration.) B. Cup one has the more concentrated solution. C. Cup 2 has the more concentrated solution. D. There is not enough information to answer the question. Explain your choice.,MX_47b-a1,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",MX.47b.423.1,They are the same because once a solution is saturated it cannot go further.,correct
80,MX_47b,Tabby made 2 solutions using the same solute and water. [Cup one has 6 spoons solute in 50 milliliters water. Cup 2 has 8 spoons solute in 50 milliliters water. Both solutions are clear with material on the bottom.] Which sentence below describes the concentrations of the 2 solutions? (A. The solutions in the cups have the same concentration.) B. Cup one has the more concentrated solution. C. Cup 2 has the more concentrated solution. D. There is not enough information to answer the question. Explain your choice.,MX_47b-a1,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",MX.47b.425.1,I chose cup 2 because it has more solute in it.,contradictory
81,MX_47b,Tabby made 2 solutions using the same solute and water. [Cup one has 6 spoons solute in 50 milliliters water. Cup 2 has 8 spoons solute in 50 milliliters water. Both solutions are clear with material on the bottom.] Which sentence below describes the concentrations of the 2 solutions? (A. The solutions in the cups have the same concentration.) B. Cup one has the more concentrated solution. C. Cup 2 has the more concentrated solution. D. There is not enough information to answer the question. Explain your choice.,MX_47b-a1,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",MX.47b.426.1,I picked C because cup 2 has more solute than cup one.,contradictory
82,MX_47b,Tabby made 2 solutions using the same solute and water. [Cup one has 6 spoons solute in 50 milliliters water. Cup 2 has 8 spoons solute in 50 milliliters water. Both solutions are clear with material on the bottom.] Which sentence below describes the concentrations of the 2 solutions? (A. The solutions in the cups have the same concentration.) B. Cup one has the more concentrated solution. C. Cup 2 has the more concentrated solution. D. There is not enough information to answer the question. Explain your choice.,MX_47b-a1,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",MX.47b.434.1,Because it has more spoons of solute but it has the same amount of water.,contradictory
83,MX_47b,Tabby made 2 solutions using the same solute and water. [Cup one has 6 spoons solute in 50 milliliters water. Cup 2 has 8 spoons solute in 50 milliliters water. Both solutions are clear with material on the bottom.] Which sentence below describes the concentrations of the 2 solutions? (A. The solutions in the cups have the same concentration.) B. Cup one has the more concentrated solution. C. Cup 2 has the more concentrated solution. D. There is not enough information to answer the question. Explain your choice.,MX_47b-a1,"Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.",MX.47b.453.1,Because there is the same amount of solvent but there is more solute in cup 2.,contradictory
